espn_id,display_name,position,draft_year,draft_round,draft_pick,nfl_value,years_played,total_games,total_pass_yards,total_pass_tds,total_rush_yards,total_rush_tds,total_rec_yards,total_rec_tds,total_receptions,total_tackles,total_sacks,total_interceptions
4259558,Robert Beal Jr.,DE,2023,5,173,Failed,2,12,0,0,0,0,0,0,0,11,1.0,0
4239121,Darrian Beavers,LB,2022,6,182,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4426663,Cooper Beebe,G,2024,3,73,Failed,1,5,0,0,0,0,0,0,0,0,0.0,0
4570409,David Bell,WR,2022,3,99,Short_Term_Success,3,26,0,0,0,0,462,3,49,1,0.0,0
4429262,Jaheim Bell,TE,2024,7,231,Failed,1,4,0,0,0,0,20,0,2,1,0.0,0
3933407,Quinton Bell,LB,2019,7,230,Failed,2,15,0,0,0,0,0,0,0,18,1.0,0
4246741,Travis Bell,DT,2023,7,218,Failed,1,2,0,0,0,0,0,0,0,2,0.0,0
4361516,Daniel Bellinger,TE,2022,4,112,Short_Term_Success,3,39,0,0,2,1,669,3,72,4,0.0,0
4426686,Dane Belton,SAF,2022,4,114,Short_Term_Success,3,36,0,0,10,0,0,0,0,69,2.0,5
4242873,Eno Benjamin,RB,2020,7,222,Made_Roster,2,22,0,0,439,3,261,0,33,1,0.0,0
4686911,Jakorian Bennett,DB,2023,4,104,Made_Roster,2,19,0,0,0,0,0,0,0,37,0.0,0
4259553,Stetson Bennett,QB,2023,4,128,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4429275,Trey Benson,RB,2024,3,66,Failed,1,12,0,0,291,1,59,0,6,2,0.0,0
3917993,Ja'Whaun Bentley,LB,2018,5,143,Long_Term_Success,7,84,0,0,0,0,0,0,0,222,10.5,2
4426694,Keeanu Benton,DT,2023,2,49,Short_Term_Success,2,35,0,0,0,0,0,0,0,31,2.0,1
4259166,Terrel Bernard,LB,2022,3,89,Short_Term_Success,3,41,0,0,0,0,0,0,0,133,7.5,5
4361834,Jarrick Bernard-Converse,CB,2023,6,204,Failed,2,7,0,0,0,0,0,0,0,3,0.0,0
3123075,Braxton Berrios,WR,2018,6,210,Long_Term_Success,6,88,2,1,171,4,1323,6,134,1,0.0,0
4428872,JD Bertrand,LB,2024,5,143,Failed,1,8,0,0,0,0,0,0,0,14,1.0,0
4426698,Tatum Bethune,LB,2024,7,251,Failed,1,4,0,0,0,0,0,0,0,1,0.0,0
4035788,Tyler Biadasz,C,2020,4,146,Long_Term_Success,5,29,0,0,0,0,0,0,0,3,0.0,0
550314,Keishawn Bierria,LB,2018,6,217,Failed,2,8,0,0,0,0,0,0,0,2,0.0,0
4429013,Tank Bigsby,RB,2023,3,88,Short_Term_Success,2,29,0,0,898,9,60,0,8,3,0.0,0
4676004,Cole Bishop,SAF,2024,2,60,Made_Roster,1,16,0,0,0,0,0,0,0,33,0.0,0
4038557,Ross Blacklock,DT,2020,2,40,Long_Term_Success,4,27,0,0,0,0,0,0,0,21,3.0,0
4035661,Julian Blackmon,SAF,2020,3,85,Long_Term_Success,5,67,0,0,0,0,0,0,0,199,1.5,10
4243244,Marquise Blair,DB,2019,2,47,Long_Term_Success,5,21,0,0,0,0,0,0,0,33,0.0,0
4248911,DaRon Bland,CB,2022,5,167,Short_Term_Success,3,39,0,0,0,0,0,0,0,127,0.0,14
4241199,Joshuah Bledsoe,SAF,2021,6,188,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4259978,Quinton Bohanna,DT,2021,6,192,Short_Term_Success,3,26,0,0,0,0,0,0,0,12,0.0,0
4362759,Nick Bolton,LB,2021,2,58,Long_Term_Success,4,70,0,0,0,0,0,0,0,300,5.0,4
4360259,Nik Bonitto,LB,2022,2,64,Short_Term_Success,3,44,0,0,0,0,0,0,0,52,23.0,1
4046678,Ian Book,QB,2021,4,133,Failed,1,1,135,0,6,0,0,0,0,0,0.0,0
4683553,Austin Booker,DE,2024,5,144,Failed,1,13,0,0,0,0,0,0,0,11,1.5,0
4360749,Thomas Booker,DT,2022,5,150,Made_Roster,2,17,0,0,0,0,0,0,0,15,1.5,0
4426344,Andrew Booth,CB,2022,2,42,Failed,3,13,0,0,0,0,0,0,0,27,0.0,0
4429022,Kayshon Boutte,WR,2023,6,187,Made_Roster,2,18,0,0,0,0,608,3,45,0,0.0,0
4259979,Lynn Bowden,WR,2020,3,80,Made_Roster,2,17,32,0,64,0,294,0,39,2,0.0,0
4432665,Brock Bowers,TE,2024,1,13,Made_Roster,1,17,0,0,13,0,1194,5,112,3,0.0,0
4384595,Khristian Boyd,DT,2024,6,199,Failed,1,3,0,0,0,0,0,0,0,2,0.0,0
3929845,Kris Boyd,DB,2019,7,217,Long_Term_Success,6,55,0,0,0,0,0,0,0,76,0.0,0
3932423,Miles Boykin,WR,2019,3,93,Long_Term_Success,5,48,0,0,0,0,544,7,44,16,0.0,0
3116729,Garrett Bradbury,C,2019,1,18,Long_Term_Success,6,30,0,0,0,0,19,0,3,5,0.0,0
4038902,Shaun Bradley,LB,2020,6,196,Short_Term_Success,3,26,0,0,0,0,0,0,0,29,0.0,0
3122420,Jordan Brailford,LB,2019,7,253,Failed,1,2,0,0,0,0,0,0,0,2,0.0,0
3930270,Blake Brandel,OT,2020,6,203,Failed,3,14,0,0,0,0,0,0,0,0,0.0,0
4428989,Chris Braswell,LB,2024,2,57,Failed,1,13,0,0,0,0,0,0,0,11,1.5,0
4038944,Brady Breeze,SAF,2021,6,215,Failed,1,3,0,0,0,0,0,0,0,5,0.0,0
4360488,Julius Brents,CB,2023,2,44,Failed,2,9,0,0,0,0,0,0,0,30,0.0,1
4428988,Bryan Bresee,DT,2023,1,29,Short_Term_Success,2,30,0,0,0,0,0,0,0,27,12.0,0
4426676,Jowon Briggs,DE,2024,7,243,Failed,1,6,0,0,0,0,0,0,0,3,0.0,0
4245645,Gary Brightwell,RB,2021,6,196,Long_Term_Success,4,29,0,0,174,1,92,0,11,4,0.0,0
4570044,Jaquan Brisker,SAF,2022,2,48,Short_Term_Success,3,35,0,0,0,0,0,0,0,138,6.0,3
4242521,K.J. Britt,LB,2021,5,176,Long_Term_Success,4,40,0,0,0,0,0,0,0,64,0.5,0
4036213,Antoine Brooks Jr.,SAF,2020,6,198,Failed,2,4,0,0,0,0,0,0,0,3,0.0,0
4037474,Curtis Brooks,DT,2022,6,216,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4692835,Jalen Brooks,WR,2023,7,244,Failed,2,15,0,0,0,0,241,1,18,4,0.0,0
4678008,Jonathon Brooks,RB,2024,2,46,Failed,1,3,0,0,22,0,23,0,3,0,0.0,0
4373423,Karl Brooks,DT,2023,6,179,Short_Term_Success,2,32,0,0,0,0,0,0,0,24,7.5,0
3139036,Cortez Broughton,DT,2019,7,242,Failed,2,6,0,0,0,0,0,0,0,1,0.0,0
3116761,Andrew Brown,DT,2018,5,158,Long_Term_Success,4,12,0,0,0,0,0,0,0,11,1.0,0
4372518,Bobby Brown III,DT,2021,4,117,Long_Term_Success,4,38,0,0,0,0,0,0,0,34,0.5,0
4036032,Brittain Brown,RB,2022,7,250,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4361345,Cameron Brown,LB,2020,6,183,Long_Term_Success,4,36,0,0,0,0,0,0,0,21,0.0,0
4362238,Chase Brown,RB,2023,5,163,Short_Term_Success,2,28,0,0,1169,7,516,5,68,1,0.0,0
4361577,Dyami Brown,WR,2021,3,82,Long_Term_Success,4,53,4,0,37,0,1013,5,73,7,0.0,0
4242292,Earnest Brown IV,DE,2021,5,174,Failed,2,7,0,0,0,0,0,0,0,4,0.0,0
4693644,Ji'Ayir Brown,SAF,2023,3,87,Short_Term_Success,2,28,0,0,0,0,0,0,0,76,0.0,4
4241372,Marquise Brown,WR,2019,1,25,Long_Term_Success,6,79,0,0,49,0,4107,28,345,8,0.0,0
4242149,Montaric Brown,CB,2022,7,222,Short_Term_Success,3,27,0,0,0,0,0,0,0,79,0.0,1
4239768,Spencer Brown,OT,2021,3,93,Long_Term_Success,4,31,0,0,0,0,0,0,0,1,0.0,0
4360386,Sydney Brown,SAF,2023,3,66,Made_Roster,2,22,0,0,0,0,0,0,0,37,0.0,2
4241373,Tre Brown,CB,2021,4,137,Long_Term_Success,4,31,0,0,0,0,0,0,0,56,1.0,2
4241987,Baron Browning,LB,2021,3,105,Long_Term_Success,4,43,0,0,0,0,0,0,0,64,11.5,1
4426817,Jarvis Brownlee Jr.,DB,2024,5,146,Made_Roster,1,17,0,0,0,0,0,0,0,39,0.0,1
4038811,T.J. Brunson,LB,2020,7,238,Failed,1,3,0,0,0,0,0,0,0,2,0.0,0
559553,Taven Bryan,DT,2018,1,29,Long_Term_Success,7,92,0,0,0,0,0,0,0,71,11.5,0
3728253,Austin Bryant,DE,2019,4,117,Long_Term_Success,5,25,0,0,0,0,0,0,0,36,4.5,0
4040774,Harrison Bryant,TE,2020,4,115,Long_Term_Success,5,63,0,0,16,0,942,10,102,9,0.0,0
4241451,Isaiah Buggs,DT,2019,6,192,Long_Term_Success,5,40,0,0,0,0,0,0,0,34,2.0,0
4688930,Javon Bullard,SAF,2024,2,58,Failed,1,15,0,0,0,0,0,0,0,59,0.0,0
4431517,Calen Bullock,SAF,2024,3,78,Made_Roster,1,19,0,0,0,0,0,0,0,38,0.0,5
4035663,Terrell Burgess,SAF,2020,3,104,Long_Term_Success,4,21,0,0,0,0,0,0,0,37,0.0,0
549968,Oren Burks,ILB,2018,3,88,Long_Term_Success,7,92,0,0,0,0,0,0,0,141,3.0,1
4567156,Treylon Burks,WR,2022,1,18,Short_Term_Success,3,25,0,0,66,0,699,1,53,1,0.0,0
4360239,Amari Burney,LB,2023,6,203,Failed,2,13,0,0,0,0,0,0,0,18,1.0,0
4035631,Brian Burns,DE,2019,1,16,Long_Term_Success,6,92,0,0,0,0,0,0,0,171,54.5,0
3886816,Ben Burr-Kirven,LB,2019,5,142,Failed,2,12,0,0,0,0,0,0,0,10,0.0,0
3915511,Joe Burrow,QB,2020,1,1,Long_Term_Success,5,76,20827,149,907,13,0,0,0,3,0.0,0
4429033,Jermaine Burton,WR,2024,3,80,Failed,1,8,0,0,0,0,107,0,4,0,0.0,0
4242457,Matthew Butler,DT,2022,5,175,Failed,3,10,0,0,0,0,0,0,0,2,0.5,0
4363097,Percy Butler,SAF,2022,4,113,Short_Term_Success,3,41,0,0,0,0,0,0,0,66,0.0,0
4035861,Camryn Bynum,CB,2021,4,125,Long_Term_Success,4,60,0,0,0,0,0,0,0,192,1.5,8
4361689,Solomon Byrd,DE,2024,7,238,Failed,1,1,0,0,0,0,0,0,0,2,0.0,0
3728254,Deon Cain,WR,2018,6,185,Failed,1,11,0,0,0,0,124,0,9,0,0.0,0
3116455,Yodny Cajuste,OT,2019,3,101,Failed,2,2,0,0,0,0,0,0,0,1,0.0,0
4040732,Raymond Calais,RB,2020,7,245,Failed,1,4,0,0,0,0,0,0,0,0,0.0,0
4241374,Grant Calcaterra,TE,2022,6,198,Short_Term_Success,3,25,0,0,0,0,422,1,34,0,0.0,0
3915097,Antonio Callaway,WR,2018,4,105,Short_Term_Success,3,24,0,0,7,0,695,5,53,3,0.0,0
4379396,Jake Camarda,P,2022,4,133,Short_Term_Success,3,41,0,0,0,0,0,0,0,7,0.0,0
4037311,Jalen Camp,WR,2021,6,209,Failed,2,2,0,0,0,0,7,0,1,0,0.0,0
4372051,Chance Campbell,LB,2022,6,219,Failed,1,1,0,0,0,0,0,0,0,1,0.0,0
3116159,Chris Campbell,DB,2018,6,182,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4569465,Jack Campbell,LB,2023,1,18,Short_Term_Success,2,38,0,0,0,0,0,0,0,118,3.5,0
3121410,Parris Campbell,WR,2019,2,59,Long_Term_Success,6,46,0,0,108,0,1117,6,123,2,0.0,0
4379397,Tyson Campbell,CB,2021,2,33,Long_Term_Success,4,57,0,0,0,0,0,0,0,181,0.0,6
550364,Dylan Cantrell,WR,2018,6,191,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4242519,Anders Carlson,K,2023,6,207,Short_Term_Success,2,26,0,0,0,0,0,0,0,1,0.0,0
550032,Daniel Carlson,K,2018,5,167,Long_Term_Success,7,113,0,0,0,0,0,0,0,2,0.0,0
4240486,Tariq Carpenter,SAF,2022,7,228,Failed,2,9,0,0,0,0,0,0,0,7,0.0,0
4431006,Caelen Carson,DB,2024,5,174,Failed,1,5,0,0,0,0,0,0,0,23,0.0,0
4426883,DeWayne Carter,DT,2024,3,95,Failed,1,5,0,0,0,0,0,0,0,8,0.0,0
4685759,Jalen Carter,DT,2023,1,9,Short_Term_Success,2,37,0,0,0,0,0,0,0,48,12.5,0
3128715,Lorenzo Carter,LB,2018,3,66,Long_Term_Success,7,94,0,0,0,0,0,0,0,148,21.5,2
4240456,Michael Carter II,CB,2021,5,154,Long_Term_Success,4,58,0,0,0,0,0,0,0,120,1.0,2
4240619,Zachary Carter,DT,2022,3,95,Short_Term_Success,3,36,0,0,0,0,0,0,0,24,2.0,0
3728281,Blake Cashman,LB,2019,5,157,Long_Term_Success,6,55,0,0,0,0,0,0,0,160,12.0,1
4035793,Quintez Cephus,WR,2020,5,166,Made_Roster,3,20,0,0,0,0,568,4,37,3,0.0,0
4242431,Ty Chandler,RB,2022,5,169,Short_Term_Success,3,33,0,0,663,3,201,0,27,5,0.0,0
4426385,Zach Charbonnet,RB,2023,2,52,Short_Term_Success,2,33,0,0,1031,9,549,1,75,2,0.0,0
559613,DJ Chark,WR,2018,2,61,Long_Term_Success,7,72,0,0,20,0,3110,24,217,8,0.0,0
4362628,Ja'Marr Chase,WR,2021,1,5,Long_Term_Success,4,69,-7,0,90,0,6013,49,440,14,0.0,0
4046543,Camaron Cheeseman,LS,2021,6,225,Failed,3,3,0,0,0,0,0,0,0,0,0.0,0
4043169,Jeremy Chinn,SAF,2020,2,64,Long_Term_Success,5,71,0,0,29,0,0,0,0,279,6.0,4
4256062,Brady Christensen,OT,2021,3,70,Failed,3,10,0,0,0,0,0,0,0,1,0.0,0
3916414,Geron Christian,OT,2018,3,74,Long_Term_Success,5,15,0,0,0,0,0,0,0,2,0.0,0
3122915,Demarcus Christmas,DT,2019,6,209,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
3116733,Bradley Chubb,OLB,2018,1,5,Long_Term_Success,6,73,0,0,0,0,0,0,0,145,40.5,1
546844,Jack Cichy,LB,2018,6,202,Failed,3,6,0,0,0,0,0,0,0,4,0.0,0
4426536,Lewis Cine,SAF,2022,1,32,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4361939,Andre Cisco,SAF,2021,3,65,Long_Term_Success,4,59,0,0,0,0,0,0,0,144,1.5,8
559606,Will Clapp,C,2018,7,245,Long_Term_Success,4,7,0,0,0,0,0,0,0,0,0.0,0
3914277,Cameron Clarke,OT,2020,4,129,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4362636,Damone Clark,LB,2022,5,176,Short_Term_Success,3,38,0,0,0,0,0,0,0,92,0.5,0
4426923,Kei'Trel Clark,CB,2023,6,180,Made_Roster,2,16,0,0,0,0,0,0,0,36,1.0,1
4371737,Chris Claybrooks,CB,2020,7,223,Short_Term_Success,3,36,0,0,0,0,0,0,0,57,0.0,0
4046692,Chase Claypool,WR,2020,2,49,Long_Term_Success,4,59,1,1,171,2,2345,15,183,8,0.0,0
4240896,Micheal Clemons,DE,2022,4,117,Short_Term_Success,3,46,0,0,0,0,0,0,0,48,7.5,0
4048231,Ezra Cleveland,G,2020,2,58,Long_Term_Success,5,15,0,0,0,0,0,0,0,4,0.0,0
4034964,Tyrie Cleveland,WR,2020,7,252,Made_Roster,3,16,0,0,0,0,91,0,8,6,0.0,0
4259592,Sean Clifford,QB,2023,5,149,Failed,1,2,37,0,-2,0,0,0,0,0,0.0,0
4362117,Keondre Coburn,DE,2023,6,194,Failed,2,14,0,0,0,0,0,0,0,8,0.0,0
3672884,Brian Cole,SAF,2020,7,249,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4365303,Myles Cole,DE,2024,7,236,Failed,1,5,0,0,0,0,0,0,0,4,0.0,0
4635008,Keon Coleman,WR,2024,2,33,Made_Roster,1,16,0,0,9,0,578,4,32,1,0.0,0
4044519,Larnel Coleman,OT,2021,7,231,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
3116449,L.J. Collier,DE,2019,1,29,Long_Term_Success,6,53,0,0,0,0,0,0,0,34,6.5,0
4258173,Nico Collins,WR,2021,3,89,Long_Term_Success,4,55,0,0,11,0,3597,20,241,4,0.0,0
4244606,Zaven Collins,LB,2021,1,16,Long_Term_Success,4,62,0,0,0,0,0,0,0,110,10.5,2
4431212,Junior Colson,LB,2024,3,69,Failed,1,11,0,0,0,0,0,0,0,17,0.0,0
3915486,Tyler Conklin,TE,2018,5,157,Long_Term_Success,7,91,0,0,3,0,2549,11,264,5,0.0,0
3121538,Ryan Connelly,ILB,2019,5,143,Long_Term_Success,4,13,0,0,0,0,0,0,0,18,1.0,2
4361964,Chamarri Conner,DB,2023,4,119,Short_Term_Success,2,36,0,0,0,0,0,0,0,101,2.0,3
4567246,Snoop Conner,RB,2022,5,154,Failed,1,5,0,0,42,1,0,0,0,1,0.0,0
4247726,Bryan Cook,SAF,2022,2,62,Short_Term_Success,3,50,0,0,0,0,0,0,0,114,1.0,4
4379399,James Cook,RB,2022,2,63,Short_Term_Success,3,56,0,0,3102,24,973,7,111,2,0.0,0
559659,Logan Cooke,P,2018,7,247,Long_Term_Success,7,114,33,0,0,0,0,0,0,3,0.0,0
4430438,Edgerrin Cooper,LB,2024,2,45,Failed,1,15,0,0,0,0,0,0,0,52,3.5,1
552068,Austin Corbett,G,2018,2,33,Long_Term_Success,6,20,0,0,0,0,0,0,0,5,0.0,0
4613104,Malachi Corley,WR,2024,3,65,Failed,1,5,0,0,26,0,16,0,3,1,0.0,0
3873928,Jashon Cornell,DT,2020,7,235,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4362874,Matt Corral,QB,2022,3,94,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4429096,Blake Corum,RB,2024,3,83,Failed,1,15,0,0,207,0,58,0,7,1,0.0,0
4262199,Sam Cosmi,OT,2021,2,51,Long_Term_Success,4,16,0,0,0,0,0,0,0,0,0.0,0
